squad,League,player,nationality,position,age,birth_year,games_gk,games_starts_gk,minutes_gk,goals_against_gk,goals_against_per90_gk,shots_on_target_against,saves,save_pct,wins_gk,draws_gk,losses_gk,clean_sheets,clean_sheets_pct,pens_att_gk,pens_allowed,pens_saved,pens_missed_gk,minutes_90s_gk,free_kick_goals_against_gk,corner_kick_goals_against_gk,own_goals_against_gk,psxg_gk,psnpxg_per_shot_on_target_against,psxg_net_gk,psxg_net_per90_gk,passes_completed_launched_gk,passes_launched_gk,passes_pct_launched_gk,passes_gk,passes_throws_gk,pct_passes_launched_gk,passes_length_avg_gk,goal_kicks,pct_goal_kicks_launched,goal_kick_length_avg,crosses_gk,crosses_stopped_gk,crosses_stopped_pct_gk,def_actions_outside_pen_area_gk,def_actions_outside_pen_area_per90_gk,avg_distance_def_actions_gk,Season
Juventus,SerieA,Carlo Pinsoglio,it ITA,GK,27,1990,1.0,0.0,28.0,1.0,3.21,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.8,0.42,-0.2,-0.55,1.0,2.0,50.0,6.0,3.0,33.3,28.5,0.0,0.0,0.0,4.0,2.0,50.0,0.0,0.0,0.0,2017/2018
Juventus,SerieA,Wojciech Szczęsny,pl POL,GK,27,1990,17.0,17.0,1530.0,9.0,0.53,34.0,24.0,0.735,13.0,3.0,1.0,11.0,64.7,0.0,0.0,0.0,0.0,17.0,1.0,2.0,0.0,11.5,0.34,2.5,0.15,107.0,194.0,55.2,354.0,74.0,38.4,36.2,85.0,68.2,49.4,126.0,6.0,4.8,2.0,0.12,12.5,2017/2018
Roma,SerieA,Pau López,es ESP,GK,26-018,1994,4.0,3.0,287.0,4.0,1.25,11.0,9.0,0.727,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.2,0.0,0.0,1.0,3.5,0.24,0.5,0.16,14.0,36.0,38.9,83.0,16.0,34.9,34.1,13.0,53.8,43.4,19.0,3.0,15.8,0.0,0.0,14.7,2020/2021
Roma,SerieA,Antonio Mirante,it ITA,GK,37-176,1983,11.0,11.0,973.0,17.0,1.57,39.0,24.0,0.615,5.0,3.0,3.0,4.0,36.4,3.0,2.0,1.0,0.0,10.8,1.0,0.0,0.0,12.7,0.26,-3.3,-0.31,61.0,115.0,53.0,284.0,61.0,33.8,33.0,65.0,29.2,30.1,84.0,2.0,2.4,12.0,1.11,15.9,2020/2021
Roma,SerieA,Daniel Fuzato,br BRA,GK,22,1997,1.0,1.0,90.0,1.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.9,0.43,-0.1,-0.14,4.0,16.0,25.0,34.0,4.0,35.3,35.0,10.0,40.0,36.2,8.0,1.0,12.5,0.0,0.0,10.2,2019/2020
Roma,SerieA,Pau López,es ESP,GK,24,1994,32.0,32.0,2880.0,45.0,1.41,122.0,83.0,0.6970000000000001,18.0,6.0,8.0,5.0,15.6,9.0,8.0,1.0,0.0,32.0,1.0,4.0,0.0,42.7,0.28,-2.3,-0.07,175.0,373.0,46.9,848.0,179.0,34.8,33.6,208.0,37.5,35.4,238.0,15.0,6.3,24.0,0.75,14.9,2019/2020
Roma,SerieA,Antonio Mirante,it ITA,GK,36,1983,5.0,5.0,450.0,5.0,1.0,22.0,17.0,0.818,2.0,1.0,2.0,2.0,40.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,5.7,0.25,0.7,0.15,26.0,56.0,46.4,143.0,31.0,35.0,32.8,29.0,20.7,30.3,50.0,4.0,8.0,4.0,0.8,13.3,2019/2020
Roma,SerieA,Antonio Mirante,it ITA,GK,35,1983,11.0,11.0,990.0,6.0,0.55,36.0,28.0,0.833,6.0,4.0,1.0,6.0,54.5,1.0,0.0,1.0,0.0,11.0,0.0,2.0,0.0,10.4,0.28,4.4,0.4,86.0,184.0,46.7,231.0,41.0,46.8,39.5,93.0,81.7,55.4,120.0,8.0,6.7,6.0,0.55,14.6,2018/2019
Roma,SerieA,Robin Olsen,se SWE,GK,28,1990,27.0,27.0,2430.0,43.0,1.59,124.0,87.0,0.685,12.0,8.0,7.0,4.0,14.8,6.0,4.0,0.0,2.0,27.0,0.0,7.0,1.0,38.1,0.28,-2.9,-0.11,161.0,364.0,44.2,639.0,154.0,38.7,36.2,207.0,56.5,48.7,248.0,10.0,4.0,10.0,0.37,12.2,2018/2019
Roma,SerieA,Alisson,br BRA,GK,24,1992,37.0,37.0,3330.0,28.0,0.76,135.0,107.0,0.815,22.0,8.0,7.0,17.0,45.9,5.0,3.0,2.0,0.0,37.0,0.0,2.0,0.0,38.9,0.26,10.9,0.29,245.0,443.0,55.3,994.0,198.0,35.7,35.2,181.0,48.6,45.3,306.0,25.0,8.2,49.0,1.32,17.5,2017/2018
Roma,SerieA,Łukasz Skorupski,pl POL,GK,26,1991,1.0,1.0,90.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.15,0.5,0.46,6.0,12.0,50.0,30.0,11.0,33.3,34.7,6.0,33.3,36.3,10.0,0.0,0.0,1.0,1.0,13.4,2017/2018
Atalanta,SerieA,Pierluigi Gollini,it ITA,GK,25-288,1995,6.0,6.0,515.0,5.0,0.87,16.0,11.0,0.75,2.0,3.0,1.0,2.0,33.3,2.0,1.0,1.0,0.0,5.7,0.0,1.0,0.0,6.1,0.27,1.1,0.2,36.0,86.0,41.9,143.0,17.0,46.2,38.6,30.0,66.7,48.2,45.0,3.0,6.7,5.0,0.87,14.5,2020/2021
Atalanta,SerieA,Marco Sportiello,it ITA,GK,28-235,1992,8.0,7.0,655.0,15.0,2.06,33.0,18.0,0.545,4.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.3,0.0,1.0,0.0,10.7,0.3,-4.3,-0.59,26.0,61.0,42.6,164.0,41.0,23.8,30.7,37.0,59.5,47.5,49.0,4.0,8.2,6.0,0.82,16.1,2020/2021
Atalanta,SerieA,Pierluigi Gollini,it ITA,GK,24,1995,33.0,33.0,2884.0,42.0,1.31,113.0,78.0,0.6809999999999999,19.0,9.0,5.0,8.0,24.2,6.0,6.0,0.0,0.0,32.0,2.0,4.0,3.0,34.7,0.27,-4.3,-0.14,188.0,422.0,44.5,758.0,171.0,37.1,37.0,210.0,67.1,52.5,207.0,15.0,7.2,37.0,1.15,15.7,2019/2020
Atalanta,SerieA,Francesco Rossi,it ITA,GK,28,1991,1.0,0.0,11.0,1.0,8.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.8,0.79,-0.2,-1.76,1.0,1.0,100.0,3.0,1.0,33.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2019/2020
Atalanta,SerieA,Marco Sportiello,it ITA,GK,27,1992,6.0,5.0,525.0,5.0,0.86,19.0,14.0,0.737,4.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,4.6,0.24,-0.4,-0.06,11.0,32.0,34.4,125.0,30.0,17.6,27.7,27.0,37.0,37.1,31.0,4.0,12.9,7.0,1.2,19.3,2019/2020
Atalanta,SerieA,Etrit Berisha,al ALB,GK,29,1989,18.0,18.0,1620.0,26.0,1.44,64.0,43.0,0.609,9.0,3.0,6.0,5.0,27.8,2.0,1.0,0.0,1.0,18.0,1.0,5.0,3.0,22.5,0.34,0.5,0.03,90.0,214.0,42.1,347.0,94.0,32.0,33.5,129.0,79.8,55.3,144.0,20.0,13.9,16.0,0.89,15.9,2018/2019
Atalanta,SerieA,Pierluigi Gollini,it ITA,GK,23,1995,20.0,20.0,1800.0,21.0,1.05,68.0,50.0,0.735,11.0,6.0,3.0,4.0,20.0,3.0,3.0,0.0,0.0,20.0,2.0,1.0,0.0,19.0,0.25,-2.0,-0.1,108.0,276.0,39.1,454.0,81.0,38.3,36.7,132.0,77.3,57.8,153.0,8.0,5.2,17.0,0.85,15.9,2018/2019
Atalanta,SerieA,Francesco Rossi,it ITA,GK,27,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,100.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018/2019
Atalanta,SerieA,Etrit Berisha,al ALB,GK,28,1989,31.0,31.0,2790.0,34.0,1.1,99.0,66.0,0.667,13.0,10.0,8.0,8.0,25.8,2.0,1.0,1.0,0.0,31.0,2.0,2.0,0.0,27.3,0.26,-6.7,-0.22,196.0,438.0,44.7,587.0,156.0,42.9,37.8,214.0,86.9,58.9,249.0,14.0,5.6,15.0,0.48,14.3,2017/2018
Atalanta,SerieA,Pierluigi Gollini,it ITA,GK,22,1995,7.0,7.0,622.0,4.0,0.58,17.0,13.0,0.765,3.0,2.0,2.0,3.0,42.9,0.0,0.0,0.0,0.0,6.9,0.0,1.0,0.0,5.3,0.31,1.3,0.19,33.0,58.0,56.9,145.0,26.0,26.9,32.5,40.0,47.5,45.5,51.0,2.0,3.9,5.0,0.72,17.4,2017/2018
Atalanta,SerieA,Francesco Rossi,it ITA,GK,26,1991,1.0,0.0,8.0,1.0,11.25,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.9,0.46,-0.1,-1.15,1.0,1.0,100.0,3.0,2.0,33.3,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2017/2018
Cagliari,SerieA,Alessio Cragno,it ITA,GK,26-186,1994,14.0,14.0,1260.0,27.0,1.93,86.0,60.0,0.7090000000000001,3.0,5.0,6.0,2.0,14.3,2.0,2.0,0.0,0.0,14.0,1.0,4.0,0.0,26.5,0.29,-0.5,-0.04,85.0,169.0,50.3,291.0,55.0,39.2,33.8,119.0,46.2,35.7,131.0,11.0,8.4,5.0,0.36,12.4,2020/2021
Cagliari,SerieA,Alessio Cragno,it ITA,GK,25,1994,16.0,16.0,1440.0,21.0,1.31,86.0,66.0,0.767,2.0,6.0,8.0,3.0,18.8,2.0,1.0,1.0,0.0,16.0,0.0,2.0,1.0,23.6,0.26,3.6,0.23,87.0,251.0,34.7,318.0,67.0,51.6,40.7,157.0,55.4,43.0,176.0,14.0,8.0,5.0,0.31,11.5,2019/2020
Cagliari,SerieA,Robin Olsen,se SWE,GK,29,1990,17.0,17.0,1524.0,24.0,1.42,83.0,63.0,0.759,8.0,5.0,4.0,4.0,23.5,4.0,4.0,0.0,0.0,16.9,0.0,1.0,2.0,21.9,0.23,-0.1,0.0,105.0,278.0,37.8,341.0,62.0,55.4,45.1,159.0,56.0,47.3,200.0,12.0,6.0,4.0,0.24,11.1,2019/2020
Cagliari,SerieA,Rafael,br BRA,GK,37,1982,6.0,5.0,454.0,11.0,2.18,15.0,6.0,0.4,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,9.4,0.5,-1.6,-0.33,35.0,79.0,44.3,106.0,16.0,58.5,41.8,47.0,36.2,35.8,70.0,5.0,7.1,2.0,0.4,12.0,2019/2020
Cagliari,SerieA,Alessio Cragno,it ITA,GK,24,1994,38.0,38.0,3420.0,54.0,1.42,195.0,147.0,0.764,10.0,11.0,17.0,7.0,18.4,10.0,8.0,2.0,0.0,38.0,1.0,5.0,2.0,56.3,0.25,4.3,0.11,356.0,766.0,46.5,891.0,172.0,53.5,42.0,361.0,80.1,58.2,449.0,34.0,7.6,11.0,0.29,12.9,2018/2019
Cagliari,SerieA,Alessio Cragno,it ITA,GK,23,1994,29.0,29.0,2536.0,47.0,1.67,121.0,80.0,0.6609999999999999,7.0,4.0,17.0,7.0,24.1,10.0,6.0,2.0,2.0,28.2,4.0,1.0,1.0,43.3,0.31,-2.7,-0.1,213.0,476.0,44.7,526.0,123.0,51.1,41.1,237.0,87.3,60.2,285.0,24.0,8.4,13.0,0.46,13.5,2017/2018
Cagliari,SerieA,Luca Crosta,it ITA,GK,19,1998,1.0,1.0,90.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.1,0.66,-0.9,-0.85,2.0,11.0,18.2,14.0,4.0,28.6,36.4,10.0,70.0,49.6,14.0,2.0,14.3,0.0,0.0,13.0,2017/2018
Cagliari,SerieA,Rafael,br BRA,GK,35,1982,10.0,8.0,794.0,11.0,1.25,39.0,28.0,0.7440000000000001,4.0,2.0,3.0,1.0,12.5,1.0,1.0,0.0,0.0,8.8,0.0,3.0,0.0,14.5,0.35,3.5,0.4,72.0,173.0,41.6,156.0,25.0,64.7,43.9,91.0,79.1,53.2,113.0,10.0,8.8,2.0,0.23,13.1,2017/2018
Brescia,SerieA,Enrico Alfonso,it ITA,GK,31,1988,4.0,4.0,279.0,4.0,1.29,11.0,7.0,0.636,1.0,0.0,3.0,1.0,25.0,0.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,2.0,0.18,-2.0,-0.66,11.0,32.0,34.4,51.0,8.0,45.1,37.0,24.0,37.5,32.8,38.0,2.0,5.3,4.0,1.29,16.3,2019/2020
Brescia,SerieA,Lorenzo Andrenacci,it ITA,GK,24,1995,6.0,5.0,531.0,16.0,2.71,45.0,28.0,0.644,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.9,1.0,1.0,0.0,13.0,0.29,-3.0,-0.5,33.0,66.0,50.0,97.0,45.0,33.0,35.4,66.0,51.5,43.5,56.0,1.0,1.8,2.0,0.34,12.5,2019/2020
Brescia,SerieA,Jesse Joronen,fi FIN,GK,26,1993,29.0,29.0,2610.0,59.0,2.03,172.0,123.0,0.7090000000000001,5.0,6.0,18.0,5.0,17.2,10.0,9.0,1.0,0.0,29.0,0.0,9.0,3.0,61.1,0.31,5.1,0.18,161.0,422.0,38.2,573.0,160.0,49.7,41.6,276.0,49.6,42.0,356.0,27.0,7.6,10.0,0.34,13.0,2019/2020
Lecce,SerieA,Gabriel,br BRA,GK,26,1992,34.0,34.0,2997.0,76.0,2.28,217.0,153.0,0.696,6.0,8.0,20.0,2.0,5.9,12.0,10.0,2.0,0.0,33.3,1.0,12.0,3.0,80.9,0.34,7.9,0.24,147.0,354.0,41.5,653.0,194.0,36.1,34.9,326.0,36.2,31.8,382.0,21.0,5.5,12.0,0.36,13.6,2019/2020
Lecce,SerieA,Mauro Vigorito,it ITA,GK,29,1990,5.0,4.0,423.0,9.0,1.91,27.0,19.0,0.7040000000000001,3.0,0.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,4.7,0.0,1.0,0.0,9.4,0.33,0.4,0.08,24.0,64.0,37.5,104.0,27.0,43.3,36.3,49.0,38.8,32.2,61.0,4.0,6.6,1.0,0.21,11.6,2019/2020
SPAL,SerieA,Etrit Berisha,al ALB,GK,30,1989,26.0,26.0,2340.0,41.0,1.58,142.0,106.0,0.754,5.0,3.0,18.0,3.0,11.5,6.0,6.0,0.0,0.0,26.0,1.0,2.0,2.0,44.1,0.28,2.1,0.08,196.0,440.0,44.5,650.0,136.0,46.0,37.4,234.0,60.3,45.9,275.0,21.0,7.6,14.0,0.54,13.6,2019/2020
SPAL,SerieA,Karlo Letica,hr CRO,GK,22,1997,10.0,10.0,900.0,29.0,2.9,66.0,38.0,0.561,0.0,1.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,2.0,1.0,1.0,22.7,0.34,-5.3,-0.53,64.0,174.0,36.8,226.0,53.0,50.0,40.6,93.0,65.6,48.6,103.0,7.0,6.8,1.0,0.1,11.7,2019/2020
SPAL,SerieA,Demba Thiam,sn SEN,GK,21,1998,2.0,2.0,180.0,4.0,2.0,14.0,11.0,0.7859999999999999,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.4,0.18,-0.6,-0.29,10.0,25.0,40.0,44.0,13.0,36.4,36.1,27.0,33.3,29.6,19.0,1.0,5.3,1.0,0.5,15.2,2019/2020
SPAL,SerieA,Alfred Gomis,sn SEN,GK,24,1993,20.0,19.0,1723.0,27.0,1.41,76.0,50.0,0.6579999999999999,3.0,6.0,10.0,6.0,31.6,1.0,1.0,0.0,0.0,19.1,0.0,7.0,0.0,24.1,0.31,-2.9,-0.15,109.0,299.0,36.5,536.0,120.0,39.9,36.9,146.0,58.2,46.2,159.0,11.0,6.9,8.0,0.42,13.2,2018/2019
SPAL,SerieA,Vanja Milinković-Savić,rs SRB,GK,21,1997,2.0,2.0,164.0,4.0,2.2,16.0,12.0,0.75,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.8,0.0,1.0,0.0,3.6,0.23,-0.4,-0.22,9.0,34.0,26.5,54.0,17.0,38.9,37.4,20.0,65.0,54.0,12.0,1.0,8.3,3.0,1.65,16.1,2018/2019
SPAL,SerieA,Giacomo Poluzzi,it ITA,GK,30,1988,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2018/2019
SPAL,SerieA,Emiliano Viviano,it ITA,GK,32,1985,17.0,17.0,1525.0,25.0,1.48,82.0,60.0,0.7440000000000001,7.0,3.0,7.0,4.0,23.5,4.0,4.0,0.0,0.0,16.9,0.0,3.0,0.0,24.5,0.26,-0.5,-0.03,137.0,304.0,45.1,429.0,41.0,48.7,41.3,164.0,57.9,46.3,154.0,7.0,4.5,4.0,0.24,13.4,2018/2019
SPAL,SerieA,Alfred Gomis,sn SEN,GK,23,1993,26.0,25.0,2261.0,43.0,1.71,136.0,99.0,0.728,6.0,7.0,12.0,3.0,12.0,7.0,6.0,1.0,0.0,25.1,1.0,5.0,2.0,43.6,0.29,2.6,0.1,173.0,489.0,35.4,557.0,101.0,61.9,47.8,206.0,69.9,53.4,257.0,14.0,5.4,12.0,0.48,12.9,2017/2018
SPAL,SerieA,Gabriele Marchegiani,it ITA,GK,21,1996,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017/2018
SPAL,SerieA,Alex Meret,it ITA,GK,20,1997,13.0,13.0,1158.0,16.0,1.24,56.0,45.0,0.768,2.0,7.0,4.0,4.0,30.8,6.0,3.0,2.0,1.0,12.9,0.0,2.0,2.0,19.4,0.28,5.4,0.42,88.0,229.0,38.4,250.0,25.0,56.0,42.5,107.0,83.2,55.6,132.0,13.0,9.8,3.0,0.23,13.0,2017/2018
Empoli,SerieA,Bartłomiej Drągowski,pl POL,GK,20,1997,14.0,14.0,1260.0,24.0,1.71,91.0,70.0,0.769,5.0,2.0,7.0,3.0,21.4,4.0,3.0,1.0,0.0,14.0,0.0,3.0,0.0,25.9,0.26,1.9,0.14,72.0,222.0,32.4,329.0,95.0,41.9,38.4,152.0,55.3,48.0,157.0,7.0,4.5,9.0,0.64,13.6,2018/2019
Empoli,SerieA,Ivan Provedel,it ITA,GK,24,1994,16.0,16.0,1440.0,36.0,2.25,101.0,69.0,0.6729999999999999,4.0,4.0,8.0,0.0,0.0,4.0,3.0,0.0,1.0,16.0,0.0,4.0,1.0,29.0,0.27,-6.0,-0.38,86.0,210.0,41.0,355.0,101.0,41.7,37.9,126.0,49.2,43.8,212.0,19.0,9.0,6.0,0.38,12.6,2018/2019
Empoli,SerieA,Pietro Terracciano,it ITA,GK,28,1990,8.0,8.0,720.0,10.0,1.25,34.0,25.0,0.706,1.0,2.0,5.0,2.0,25.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,9.6,0.28,0.6,0.07,35.0,80.0,43.8,163.0,33.0,39.9,36.3,67.0,22.4,32.5,71.0,4.0,5.6,3.0,0.38,13.8,2018/2019
Chievo,SerieA,Andrea Seculin,it ITA,GK,28,1990,2.0,1.0,90.0,6.0,6.0,12.0,5.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.8,0.43,-2.2,-2.18,5.0,13.0,38.5,18.0,3.0,61.1,43.7,2.0,100.0,59.5,5.0,0.0,0.0,1.0,1.0,20.0,2018/2019
Chievo,SerieA,Adrian Šemper,hr CRO,GK,20,1998,6.0,6.0,540.0,8.0,1.33,31.0,23.0,0.742,1.0,3.0,2.0,2.0,33.3,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,8.0,0.26,0.0,0.0,49.0,125.0,39.2,148.0,30.0,52.7,43.8,52.0,90.4,59.4,100.0,5.0,5.0,1.0,0.17,11.2,2018/2019
Chievo,SerieA,Stefano Sorrentino,it ITA,GK,39,1979,31.0,31.0,2790.0,62.0,2.0,167.0,111.0,0.6409999999999999,1.0,11.0,19.0,5.0,16.1,4.0,2.0,2.0,0.0,31.0,2.0,8.0,2.0,52.4,0.3,-5.6,-0.18,248.0,528.0,47.0,606.0,94.0,54.3,41.2,289.0,68.9,45.2,314.0,12.0,3.8,7.0,0.23,12.0,2018/2019
Chievo,SerieA,Stefano Sorrentino,it ITA,GK,38,1979,38.0,38.0,3420.0,59.0,1.55,180.0,126.0,0.6940000000000001,10.0,10.0,18.0,7.0,18.4,8.0,4.0,3.0,1.0,38.0,2.0,13.0,4.0,55.6,0.28,0.6,0.01,257.0,653.0,39.4,774.0,170.0,51.0,39.7,361.0,71.5,46.2,434.0,16.0,3.7,14.0,0.37,12.6,2017/2018
Frosinone,SerieA,Francesco Bardi,it ITA,GK,26,1992,3.0,3.0,270.0,5.0,1.67,11.0,6.0,0.545,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.2,0.38,-0.8,-0.27,11.0,40.0,27.5,59.0,15.0,49.2,40.2,15.0,73.3,54.8,24.0,4.0,16.7,0.0,0.0,10.4,2018/2019
Frosinone,SerieA,Marco Sportiello,it ITA,GK,26,1992,35.0,35.0,3150.0,64.0,1.83,198.0,140.0,0.7020000000000001,5.0,9.0,21.0,8.0,22.9,5.0,5.0,0.0,0.0,35.0,2.0,10.0,1.0,56.1,0.27,-6.9,-0.2,190.0,580.0,32.8,891.0,229.0,40.4,38.2,338.0,65.1,50.9,404.0,33.0,8.2,11.0,0.31,12.3,2018/2019
Sevilla,La Liga,Yassine Bounou,ma MAR,GK,29-270,1991,11.0,11.0,990.0,7.0,0.64,35.0,29.0,0.8,6.0,2.0,3.0,5.0,45.5,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1.0,8.4,0.24,2.4,0.21,63.0,131.0,48.1,265.0,40.0,34.0,35.0,67.0,61.2,45.2,91.0,5.0,5.5,9.0,0.82,15.7,2020/2021
Sevilla,La Liga,Tomáš Vaclík,cz CZE,GK,31-277,1989,3.0,3.0,270.0,3.0,1.0,9.0,6.0,0.667,2.0,0.0,1.0,1.0,33.3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.4,0.27,-0.6,-0.21,14.0,32.0,43.8,86.0,15.0,32.6,31.7,8.0,50.0,38.3,19.0,1.0,5.3,2.0,0.67,14.9,2020/2021
Sevilla,La Liga,Yassine Bounou,ma MAR,GK,28,1991,6.0,5.0,495.0,3.0,0.55,19.0,17.0,0.895,4.0,1.0,0.0,4.0,80.0,1.0,1.0,0.0,0.0,5.5,0.0,0.0,0.0,3.8,0.16,0.8,0.15,42.0,84.0,50.0,125.0,24.0,41.6,36.4,45.0,71.1,51.2,40.0,3.0,7.5,2.0,0.36,15.5,2019/2020
Sevilla,La Liga,Tomáš Vaclík,cz CZE,GK,30,1989,33.0,33.0,2925.0,31.0,0.95,96.0,68.0,0.698,15.0,12.0,6.0,14.0,42.4,3.0,2.0,1.0,0.0,32.5,3.0,3.0,1.0,25.4,0.24,-4.6,-0.14,178.0,417.0,42.7,686.0,155.0,40.1,37.3,235.0,60.4,48.1,260.0,20.0,7.7,16.0,0.49,14.0,2019/2020
Sevilla,La Liga,Javier Díaz,es ESP,GK,21,1997,1.0,1.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0,-0.3,-0.31,5.0,13.0,38.5,19.0,3.0,47.4,39.5,5.0,80.0,57.0,9.0,0.0,0.0,1.0,1.0,14.2,2018/2019
Sevilla,La Liga,Juan Soriano,es ESP,GK,20,1997,4.0,4.0,359.0,2.0,0.5,11.0,10.0,0.909,4.0,0.0,0.0,3.0,75.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.3,0.31,2.3,0.59,23.0,86.0,26.7,112.0,27.0,54.5,42.7,33.0,75.8,58.2,33.0,3.0,9.1,6.0,1.5,18.9,2018/2019
Sevilla,La Liga,Tomáš Vaclík,cz CZE,GK,29,1989,33.0,33.0,2970.0,44.0,1.33,134.0,95.0,0.701,13.0,8.0,12.0,8.0,24.2,5.0,4.0,1.0,0.0,33.0,2.0,4.0,1.0,44.4,0.3,1.4,0.04,192.0,570.0,33.7,738.0,180.0,49.5,41.0,258.0,79.5,60.2,289.0,25.0,8.7,14.0,0.42,13.7,2018/2019
Sevilla,La Liga,Sergio Rico,es ESP,GK,23,1993,24.0,23.0,2157.0,39.0,1.63,90.0,54.0,0.6,10.0,4.0,10.0,9.0,39.1,5.0,3.0,1.0,1.0,24.0,1.0,5.0,0.0,32.6,0.32,-6.4,-0.27,93.0,254.0,36.6,411.0,93.0,42.6,36.2,101.0,78.2,56.0,231.0,26.0,11.3,6.0,0.25,12.5,2017/2018
Sevilla,La Liga,David Soria,es ESP,GK,24,1993,15.0,15.0,1263.0,19.0,1.35,57.0,41.0,0.7020000000000001,7.0,3.0,4.0,5.0,33.3,3.0,2.0,0.0,1.0,14.0,0.0,1.0,1.0,17.5,0.29,-0.5,-0.04,51.0,126.0,40.5,228.0,44.0,36.8,33.6,56.0,75.0,52.6,134.0,14.0,10.4,6.0,0.43,14.4,2017/2018
Cádiz,La Liga,Alberto Cifuentes,es ESP,GK,41-216,1979,2.0,2.0,180.0,3.0,1.5,6.0,3.0,0.5,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.8,0.29,-1.2,-0.62,25.0,63.0,39.7,53.0,3.0,92.5,59.7,16.0,87.5,61.1,17.0,1.0,5.9,2.0,1.0,14.3,2020/2021
Cádiz,La Liga,David Gil,es ESP,GK,26-355,1994,1.0,1.0,90.0,2.0,2.0,3.0,1.0,0.33299999999999996,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2,0.4,-0.8,-0.8,5.0,29.0,17.2,28.0,3.0,75.0,51.4,9.0,88.9,64.3,5.0,0.0,0.0,0.0,0.0,9.0,2020/2021
